Team,Season,Week,Rank_Scoring_Offense,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
Arkansas,2016,7,48,31.6,32.0,30.0,31.0,32.5,33.7,51,426.2,477.0,473.0,412.3,447.0,456.3,75,31.0,32.3,49.0,24.0,41.5,27.3,65,415.2,404.3,517.0,304.3,581.5,381.0,108,2.2,3.0,5.0,2.7,1.5,0.9,36,1.8,2.0,3.0,1.7,2.0,1.3,37,6.9,29,80,44,122,-2.6,27,123,122,27,3.2,16,61,37
Ohio,2016,7,49,31.4,22.0,30.0,42.0,24.3,26.9,66,405.4,300.3,386.0,508.0,337.0,409.8,56,27.2,19.7,24.0,40.0,18.7,26.3,26,357.4,336.3,367.0,456.5,291.3,382.4,15,1.0,0.7,1.0,1.5,0.7,1.3,4,3.0,3.0,4.0,3.5,2.7,1.7,80,-5.3,65,115,86,54,--,18,106,55,122,-15.1,83,125,116
Wyoming,2016,7,50,30.8,32.3,35.0,37.5,26.3,19.5,79,383.4,369.7,362.0,425.0,355.7,363.5,78,31.2,23.3,26.0,30.0,32.0,34.9,98,466.0,439.3,337.0,399.5,510.3,421.6,94,2.0,1.3,1.0,0.5,3.0,1.9,9,2.4,3.3,4.0,2.5,2.3,0.9,75,-4.1,32,105,87,78,--,26,106,83,89,-7.3,37,106,101
NC State,2016,7,51,30.5,30.7,10.0,30.7,30.0,33.1,52,423.0,398.3,198.0,398.3,497.0,410.3,16,18.5,13.7,3.0,13.7,33.0,28.0,11,307.8,262.0,113.0,262.0,445.0,370.6,15,1.0,1.0,2.0,1.0,1.0,1.0,85,1.3,1.0,3.0,1.0,2.0,1.8,35,7.5,11,69,41,70,--,7,74,74,70,-4.5,30,122,89
Penn State,2016,7,51,30.5,25.7,38.0,33.5,24.5,23.2,78,391.5,395.3,524.0,438.0,298.5,348.4,63,28.5,29.7,14.0,20.0,45.5,21.8,39,381.5,418.0,270.0,335.5,473.5,324.8,91,1.8,1.0,1.0,1.3,3.0,1.4,63,1.5,1.0,2.0,1.8,1.0,1.7,41,5.8,3,67,62,58,--,6,76,66,30,2.4,11,70,36
Army,2016,7,53,30.2,30.7,6.0,31.0,30.0,20.9,71,402.8,418.7,214.0,414.0,400.0,330.0,8,15.4,16.7,13.0,14.0,15.8,28.3,4,252.6,241.0,189.0,289.0,243.5,377.2,15,1.0,1.7,3.0,0.0,1.3,1.7,36,1.8,1.3,1.0,2.0,1.8,0.9,50,2.9,4,103,43,48,--,4,128,35,94,-8.3,47,105,105
Old Dominion,2016,7,54,30.0,40.3,36.0,34.5,27.0,24.3,55,419.0,482.7,522.0,483.5,376.0,363.2,48,26.4,17.3,16.0,17.5,32.3,38.1,52,395.4,364.0,396.0,369.0,413.0,455.6,4,0.6,0.7,0.0,0.0,1.0,1.6,36,1.8,2.3,2.0,2.0,1.7,1.5,83,-5.6,64,125,88,81,--,67,114,86,113,-11.9,73,125,112
N Carolina,2016,7,55,29.8,25.7,3.0,20.0,36.3,39.7,79,383.4,380.0,131.0,301.0,438.3,482.2,80,32.2,35.0,34.0,35.0,30.3,26.3,61,412.6,426.7,264.0,342.5,459.3,461.2,48,1.4,2.0,4.0,2.5,0.7,1.5,99,1.0,1.0,2.0,1.5,0.7,1.8,46,4.5,18,52,32,123,-2.8,10,124,123,23,3.8,11,50,21
Virginia,2016,7,56,29.8,31.0,34.0,49.0,23.3,24.9,41,438.5,455.3,416.0,569.0,395.0,384.3,60,28.0,22.7,20.0,35.0,25.7,32.5,96,458.5,400.7,430.0,495.0,446.3,417.3,40,1.3,1.0,1.0,1.0,1.3,2.0,16,2.3,3.0,6.0,1.0,2.7,1.4,86,-6.6,48,128,80,62,--,59,107,60,67,-4.1,53,85,65
Iowa,2016,7,57,29.2,19.7,14.0,39.3,14.0,30.9,95,359.6,319.7,321.0,374.0,338.0,382.8,5,15.2,17.3,7.0,20.7,7.0,20.8,19,345.6,337.7,268.0,359.0,325.5,349.5,11,0.8,1.3,3.0,0.3,1.5,1.2,36,1.8,1.7,3.0,1.7,2.0,2.1,59,0.7,16,74,59,51,--,24,122,49,90,-7.7,21,125,94
TX-San Ant,2016,7,58,29.0,34.0,55.0,41.5,16.5,22.6,100,357.8,398.7,532.0,427.0,288.5,362.6,72,30.0,32.3,32.0,32.0,28.0,33.8,92,449.8,490.3,557.0,513.0,386.5,444.1,7,0.8,0.7,0.0,0.0,1.5,1.9,63,1.5,2.0,3.0,3.0,0.0,1.8,90,-8.4,70,123,105,102,--,73,124,107,100,-9.7,99,124,117
Utah,2016,7,59,28.8,30.0,36.0,29.0,28.5,30.6,42,434.4,451.0,455.0,424.7,449.0,362.9,34,22.8,26.0,23.0,23.0,22.5,22.3,43,387.2,434.3,475.0,423.0,333.5,366.8,83,1.8,0.3,0.0,2.3,1.0,1.6,5,2.6,2.3,3.0,3.0,2.0,2.6,42,5.7,21,119,50,55,--,36,117,52,50,-1.5,30,121,50
Central Mich,2016,7,60,28.6,23.0,24.0,26.0,32.5,25.4,53,422.2,398.0,422.0,399.3,456.5,401.4,89,33.4,39.7,21.0,30.3,38.0,23.0,54,396.8,444.3,340.0,359.0,453.5,344.7,33,1.2,1.0,0.0,1.0,1.5,1.3,90,1.2,1.0,2.0,1.3,1.0,1.4,85,-6.6,6,118,70,60,--,8,128,59,78,-5.2,33,126,59
Marshall,2016,7,61,28.5,25.3,21.0,33.0,24.0,30.2,107,345.5,274.0,271.0,383.5,307.5,392.3,128,51.3,46.7,38.0,62.0,40.5,18.7,127,551.0,560.0,458.0,607.0,495.0,374.9,94,2.0,1.3,1.0,3.0,1.0,1.8,63,1.5,1.7,2.0,2.0,1.0,2.3,102,-13.1,6,123,93,107,--,47,109,81,87,-6.7,42,123,67
Florida,2016,7,62,28.4,24.3,13.0,33.7,20.5,23.2,64,407.2,369.7,236.0,466.0,319.0,336.1,3,11.6,14.7,6.0,4.7,22.0,18.3,2,230.4,272.0,265.0,129.7,381.5,310.2,15,1.0,1.3,1.0,0.7,1.5,1.2,25,2.0,2.0,3.0,1.7,2.5,1.8,28,10.6,14,82,31,36,--,8,76,34,43,0.0,16,122,40
BYU,2016,7,63,28.2,39.3,31.0,34.5,25.0,30.7,54,420.2,501.7,398.0,429.5,415.5,398.4,46,25.8,34.0,14.0,35.0,21.3,24.3,57,404.5,459.7,206.0,524.5,344.5,363.8,46,1.3,1.3,0.0,0.5,1.8,1.7,15,2.3,1.7,1.0,1.5,2.8,1.8,31,8.6,8,47,46,17,3.5,7,117,16,17,5.4,13,63,16
Iowa State,2016,7,64,28.0,39.0,31.0,43.0,18.0,24.5,61,412.4,472.0,448.0,484.0,364.7,417.3,94,35.2,31.0,38.0,27.5,40.3,35.0,100,470.8,479.3,459.0,489.5,458.3,467.2,15,1.0,1.3,3.0,0.5,1.3,2.0,114,0.8,1.3,0.0,2.0,0.0,1.0,76,-4.2,35,126,96,93,--,68,113,108,52,-1.8,41,92,64
N Illinois,2016,7,64,28.0,29.7,30.0,28.0,28.0,29.2,33,458.6,504.3,484.0,376.0,479.3,379.7,113,39.8,37.0,45.0,42.0,39.3,27.8,120,510.0,468.0,573.0,404.0,536.5,421.0,68,1.6,2.3,2.0,2.0,1.5,1.9,121,0.6,0.7,0.0,1.0,0.5,2.0,101,-12.9,57,115,103,77,--,63,119,87,59,-3.0,29,88,79
N Mex State,2016,7,66,27.8,28.3,37.0,34.5,23.3,28.6,43,432.8,504.0,473.0,390.0,461.3,434.5,119,42.8,48.3,31.0,31.0,50.7,45.0,115,494.0,538.7,432.0,384.0,567.3,523.5,83,1.8,3.0,2.0,1.0,2.3,1.8,55,1.6,1.7,2.0,2.0,1.3,1.8,125,-26.2,98,126,124,118,--,93,127,119,124,-15.6,67,127,123
Arizona,2016,7,67,27.6,25.0,23.0,37.5,21.0,34.1,38,449.4,445.7,475.0,528.5,396.7,470.7,81,32.4,38.7,36.0,31.5,33.0,37.7,94,457.2,480.7,455.0,470.5,448.3,476.9,68,1.6,2.0,3.0,1.5,1.7,1.7,121,0.6,0.3,0.0,1.5,0.0,1.1,69,-3.0,31,125,73,15,5.7,9,55,14,32,2.3,25,90,38
Navy,2016,7,68,27.3,27.0,46.0,37.0,17.5,35.8,102,352.5,348.3,382.0,373.5,331.5,424.1,51,26.5,27.3,40.0,32.0,21.0,22.8,40,382.3,391.7,484.0,419.0,345.5,368.3,58,1.5,1.7,0.0,0.5,2.5,0.6,63,1.5,1.3,3.0,2.5,0.5,2.1,54,1.4,16,74,74,72,--,13,80,71,56,-2.3,44,107,83
LA Lafayette,2016,7,69,27.0,32.7,31.0,19.0,35.0,24.8,76,397.0,440.3,432.0,389.5,404.5,365.3,101,36.5,33.7,37.0,34.0,39.0,33.2,72,426.5,374.0,473.0,461.0,392.0,426.9,94,2.0,2.7,2.0,1.0,3.0,1.8,99,1.0,1.3,2.0,0.5,1.5,1.0,115,-19.3,66,125,114,103,--,71,123,106,120,-14.7,24,125,124
UCLA,2016,7,70,26.8,26.0,20.0,33.3,20.3,32.2,49,427.8,414.3,443.0,433.0,422.7,467.8,29,22.5,23.0,23.0,22.3,22.7,26.0,17,342.5,337.3,275.0,355.0,330.0,401.8,76,1.7,1.7,4.0,0.7,2.7,1.5,51,1.7,1.7,3.0,1.3,2.0,1.5,32,8.0,10,77,29,33,--,19,58,29,15,6.3,6,27,15
Hawaii,2016,7,71,26.8,33.3,34.0,38.0,24.0,15.2,48,428.0,475.3,431.0,566.0,393.5,305.6,108,39.0,27.0,17.0,17.0,44.5,36.3,113,492.0,439.3,339.0,397.0,515.8,452.1,94,2.0,1.7,2.0,1.0,2.3,2.8,114,0.8,1.0,3.0,0.0,1.0,0.8,100,-11.6,80,128,106,126,-17.9,106,128,126,97,-9.4,33,112,100
Georgia,2016,7,71,26.8,24.3,28.0,31.0,25.8,24.5,68,405.2,381.0,355.0,392.0,408.5,362.4,65,28.8,31.0,14.0,34.0,27.5,17.8,51,394.2,395.0,318.0,357.0,403.5,315.6,48,1.4,1.7,1.0,2.0,1.3,1.3,9,2.4,2.3,3.0,3.0,2.3,1.8,57,1.0,11,67,56,8,14.9,4,30,7,16,6.2,11,47,12
E Michigan,2016,7,73,26.6,25.0,20.0,23.5,28.7,25.4,58,415.2,430.3,317.0,408.5,419.7,378.8,84,32.8,28.0,35.0,29.5,35.0,42.1,87,445.8,412.0,467.0,390.0,483.0,519.6,108,2.2,2.7,2.0,3.0,1.7,2.1,36,1.8,1.3,0.0,1.5,2.0,1.0,103,-13.1,15,126,98,97,--,16,123,103,114,-12.5,96,128,126
Indiana,2016,7,73,26.6,23.0,17.0,27.3,25.5,35.6,35,453.6,443.0,281.0,500.3,383.5,496.8,43,25.0,30.7,38.0,24.7,25.5,36.8,34,375.0,391.0,383.0,387.0,357.0,497.0,83,1.8,2.7,2.0,2.0,1.5,1.2,36,1.8,1.0,2.0,1.3,2.5,1.7,56,1.2,8,78,68,38,--,4,73,57,55,-2.2,49,105,90
Missouri,2016,7,75,26.5,31.7,7.0,44.0,9.0,11.7,32,461.3,461.0,265.0,559.0,363.5,268.5,68,29.3,30.3,42.0,24.5,34.0,17.4,112,491.3,490.3,634.0,418.5,564.0,311.4,113,2.3,2.7,1.0,3.5,1.0,1.5,63,1.5,1.0,0.0,1.5,1.5,1.4,34,7.8,16,104,36,89,--,47,108,89,29,2.4,14,61,29
Wisconsin,2016,7,76,26.0,20.0,7.0,38.5,17.7,26.8,94,360.2,292.0,159.0,493.0,271.7,378.6,4,12.2,12.3,14.0,13.5,11.3,13.7,7,291.4,325.3,349.0,263.0,310.3,268.5,94,2.0,2.3,3.0,1.0,2.7,1.4,25,2.0,1.7,1.0,1.0,2.7,1.6,10,19.5,4,25,11,7,16.8,5,40,8,6,10.0,1,44,8
W Virginia,2016,7,76,26.0,26.0,17.0,21.5,35.0,33.4,30,465.7,465.7,422.0,458.0,481.0,479.3,18,19.7,19.7,16.0,13.5,32.0,25.3,70,423.0,423.0,286.0,374.0,521.0,398.5,116,2.3,2.3,2.0,2.5,2.0,1.8,25,2.0,2.0,1.0,1.0,4.0,2.6,40,6.3,16,56,39,11,10.7,10,63,11,34,1.7,25,63,31
GA Southern,2016,7,76,26.0,26.7,26.0,23.0,27.0,35.5,74,398.0,383.7,365.0,416.0,392.0,421.1,51,26.5,32.3,27.0,21.0,28.3,24.4,60,408.5,427.3,525.0,350.0,428.0,334.7,58,1.5,1.7,0.0,1.0,1.7,1.7,25,2.0,2.3,5.0,2.0,2.0,1.8,72,-3.6,3,111,63,64,--,32,78,53,91,-7.7,43,117,76
Miss State,2016,7,79,25.6,27.0,14.0,20.3,33.5,32.1,69,404.8,385.7,289.0,385.3,434.0,444.9,47,26.2,32.0,38.0,24.3,29.0,24.1,32,371.4,411.7,432.0,351.3,401.5,402.3,33,1.2,1.7,3.0,1.3,1.0,1.3,55,1.6,2.0,2.0,1.3,2.0,1.2,66,-1.6,48,102,55,43,--,27,119,45,45,-0.3,24,73,51
Ball State,2016,7,80,25.4,25.3,21.0,24.0,25.8,20.8,56,416.2,418.3,340.0,427.0,413.5,353.8,53,26.6,27.3,24.0,31.0,25.5,35.8,90,449.0,506.7,422.0,653.0,398.0,516.1,83,1.8,1.3,2.0,1.0,2.0,1.3,76,1.4,1.7,0.0,3.0,1.0,1.3,91,-9.5,75,122,94,75,--,66,124,78,102,-9.7,64,117,109
USC,2016,7,81,25.0,29.7,21.0,35.7,14.3,33.9,57,416.2,509.3,539.0,494.7,337.7,437.9,45,25.7,22.7,17.0,14.7,36.7,25.7,35,375.3,376.7,371.0,309.0,441.7,400.4,76,1.7,2.3,4.0,1.7,1.7,0.9,98,1.2,1.0,1.0,1.0,1.3,1.6,20,12.7,1,103,37,127,-18.1,20,127,127,11,8.0,1,20,10
Oregon St,2016,7,81,25.0,25.7,47.0,35.5,14.5,18.4,106,347.3,357.3,559.0,423.0,271.5,331.5,110,39.8,43.0,44.0,41.0,38.5,39.7,90,449.0,505.3,441.0,476.5,421.5,509.7,80,1.8,1.7,2.0,1.5,2.0,1.4,99,1.0,1.0,1.0,1.5,0.5,1.0,89,-8.2,44,117,99,96,--,60,124,98,51,-1.7,16,81,61
UNLV,2016,7,83,24.8,27.3,7.0,37.5,16.3,23.9,96,359.0,384.7,122.0,516.0,254.3,384.5,85,33.0,26.3,26.0,26.5,37.3,36.0,81,439.2,399.3,460.0,369.0,486.0,472.1,48,1.4,1.0,1.0,1.0,1.7,1.5,99,1.0,1.0,1.0,1.0,1.0,1.4,104,-13.6,4,118,90,95,--,7,111,96,107,-11.0,59,128,113
Kentucky,2016,7,84,24.5,14.3,20.0,33.5,6.5,23.8,103,350.5,273.0,307.0,448.3,155.0,370.9,79,31.3,19.0,13.0,27.3,39.5,27.5,85,442.7,346.0,282.0,401.0,526.0,397.3,122,2.7,2.0,2.0,2.5,3.0,1.7,83,1.3,0.7,1.0,1.5,1.0,1.7,77,-5.1,33,111,89,90,--,53,115,90,63,-3.2,24,90,54
Syracuse,2016,7,85,24.2,24.3,9.0,24.0,24.3,25.5,38,449.4,428.0,326.0,481.5,428.0,310.3,117,41.8,34.0,28.0,53.5,34.0,33.8,124,541.6,469.7,330.0,649.5,469.7,472.7,48,1.4,0.7,2.0,2.5,0.7,1.5,76,1.4,1.3,2.0,1.5,1.3,1.7,97,-10.6,32,111,95,125,-10.9,54,125,125,46,-0.3,33,123,45
Northwestern,2016,7,86,24.0,25.0,38.0,19.3,38.0,17.8,86,368.8,385.3,362.0,371.0,362.0,313.0,29,22.5,22.7,31.0,19.7,31.0,20.2,62,412.8,411.7,283.0,456.0,283.0,334.0,58,1.5,1.7,1.0,1.7,1.0,1.6,85,1.3,1.7,1.0,1.3,1.0,1.6,62,-0.5,20,102,61,31,--,18,79,28,40,0.4,22,84,35
S Alabama,2016,7,87,23.8,24.7,42.0,25.5,22.0,24.3,104,350.0,340.3,331.0,341.5,358.5,355.8,39,24.0,25.3,24.0,24.0,24.0,38.5,62,412.8,423.0,316.0,378.5,447.0,425.7,7,0.8,1.0,1.0,1.0,0.5,2.0,85,1.3,1.7,2.0,1.5,1.0,1.5,87,-7.2,12,114,84,76,--,22,126,75,92,-7.8,11,121,86
Minnesota,2016,7,88,23.5,21.3,7.0,22.7,26.0,22.5,99,358.5,384.7,268.0,321.7,469.0,358.9,29,22.5,22.3,14.0,20.3,29.0,25.2,30,369.5,387.0,321.0,335.7,471.0,345.9,58,1.5,1.7,3.0,1.7,1.0,1.7,47,1.8,1.7,3.0,2.3,0.0,1.4,70,-3.1,12,85,77,44,--,12,68,56,85,-6.5,49,122,102
GA Tech,2016,7,89,23.4,20.7,34.0,22.0,25.5,25.6,117,321.0,285.3,371.0,332.0,304.5,362.2,38,23.8,32.7,37.0,22.7,25.5,27.5,29,359.8,401.3,407.0,357.3,363.5,376.7,33,1.2,1.3,0.0,1.7,0.5,2.1,90,1.2,0.7,1.0,0.7,2.0,1.3,43,5.6,19,71,45,121,-1.3,8,123,18,24,3.4,23,69,23
App State,2016,7,90,23.2,24.0,17.0,19.3,29.0,35.7,82,379.2,396.3,361.0,339.0,439.5,451.5,32,22.6,28.7,3.0,18.3,29.0,20.7,42,384.2,425.3,241.0,372.0,402.5,326.3,15,1.0,1.0,1.0,1.0,1.0,1.8,25,2.0,2.3,4.0,2.0,2.0,1.9,60,0.6,3,77,60,40,--,2,59,44,41,0.2,6,86,43
E Carolina,2016,7,90,23.2,22.7,22.0,31.0,18.0,27.4,24,480.8,480.0,476.0,483.0,479.3,413.5,106,37.8,46.3,38.0,38.5,37.3,26.5,82,440.0,463.7,556.0,435.0,443.3,399.5,118,2.6,2.3,1.0,3.5,2.0,1.7,114,0.8,1.0,1.0,1.5,0.3,1.3,88,-7.6,34,106,83,83,--,47,97,91,39,0.4,38,112,53
LSU,2016,7,92,23.0,26.0,42.0,32.5,13.5,32.8,67,405.3,454.7,634.0,513.0,297.5,437.3,6,15.3,15.0,7.0,13.5,17.0,24.3,13,315.5,307.7,265.0,267.5,363.5,347.2,40,1.3,0.7,0.0,0.5,2.0,0.8,63,1.5,1.0,1.0,1.0,2.0,1.4,21,12.5,4,57,23,9,13.9,5,24,9,13,7.6,4,26,13
North Texas,2016,7,93,22.8,31.0,38.0,24.0,21.0,15.9,112,330.4,401.7,458.0,386.7,246.0,331.2,74,30.4,28.7,21.0,28.3,33.5,39.0,93,456.4,413.0,271.0,440.0,481.0,487.9,48,1.4,1.0,2.0,1.7,1.0,2.2,76,1.4,1.7,1.0,1.0,2.0,1.6,99,-11.2,78,126,110,92,--,66,122,95,115,-12.5,62,125,122
Tulane,2016,7,94,22.3,28.7,31.0,27.5,17.0,18.0,115,325.0,340.0,448.0,286.0,364.0,300.6,33,22.8,28.0,24.0,30.0,15.5,38.9,9,302.5,345.0,312.0,361.5,243.5,422.8,7,0.8,0.7,1.0,0.5,1.0,1.2,25,2.0,2.7,2.0,3.0,1.0,1.3,84,-5.7,46,120,82,74,--,39,125,76,112,-11.9,46,115,111
S Methodist,2016,7,95,22.0,21.0,40.0,3.0,26.8,26.2,73,399.4,340.0,412.0,320.0,419.3,372.9,99,36.4,40.3,43.0,33.0,37.3,45.5,110,489.8,506.3,562.0,589.0,465.0,481.8,108,2.2,2.0,0.0,2.0,2.3,2.1,18,2.2,1.7,1.0,1.0,2.5,1.1,106,-14.6,55,106,102,86,--,58,112,92,74,-4.6,45,96,85
Fresno St,2016,7,95,22.0,27.7,22.0,41.0,17.3,21.2,98,358.6,421.7,452.0,453.0,335.0,303.6,120,43.0,40.0,27.0,48.0,41.8,40.4,118,504.8,499.7,389.0,617.0,476.8,465.4,48,1.4,1.7,2.0,2.0,1.3,1.7,121,0.6,1.0,1.0,2.0,0.3,1.6,114,-19.0,88,124,111,112,--,91,119,115,105,-10.0,13,106,93
Cincinnati,2016,7,95,22.0,18.7,9.0,21.0,23.5,32.3,74,398.0,390.3,317.0,387.0,414.5,529.5,67,29.0,28.3,20.0,35.0,20.0,32.9,80,437.8,393.0,412.0,424.3,458.0,423.2,108,2.2,2.7,1.0,3.3,0.5,2.6,9,2.4,1.3,2.0,1.7,3.5,1.1,95,-10.4,54,121,91,67,--,24,119,40,86,-6.7,49,124,82
Wake Forest,2016,7,98,21.6,25.7,28.0,17.5,24.3,15.3,118,319.6,344.7,330.0,252.5,364.3,310.0,13,17.4,23.3,9.0,6.0,25.0,26.5,69,422.6,488.0,326.0,303.0,502.3,383.1,11,0.8,0.7,2.0,1.0,0.7,2.2,18,2.2,2.3,2.0,1.5,2.7,1.0,52,2.5,48,122,69,47,--,16,120,50,61,-3.1,40,107,63
Purdue,2016,7,99,21.3,21.7,34.0,22.0,20.5,23.9,63,408.5,376.7,459.0,485.0,332.0,353.0,88,33.3,31.7,31.0,26.0,40.5,38.5,82,440.0,416.0,499.0,382.5,497.5,467.8,126,3.0,2.3,2.0,4.5,1.5,2.2,117,0.8,1.0,1.0,0.0,1.5,1.6,110,-17.1,82,118,117,105,--,66,118,118,111,-11.7,77,123,119
Nevada,2016,7,100,21.2,19.3,27.0,32.5,13.7,25.8,85,372.0,346.3,389.0,455.0,316.7,374.0,58,27.4,28.0,22.0,18.0,33.7,27.7,95,457.8,494.7,452.0,406.5,492.0,412.4,2,0.4,0.3,1.0,0.5,0.3,1.0,55,1.6,2.3,2.0,1.0,2.0,1.8,111,-17.8,85,124,116,113,--,73,119,113,123,-15.6,83,126,125
Kent State,2016,7,101,21.0,23.7,44.0,27.0,19.0,10.2,116,324.5,339.7,430.0,423.0,291.7,250.9,85,33.0,33.0,20.0,31.0,33.7,27.3,56,401.5,417.3,372.0,378.0,409.3,384.9,15,1.0,0.3,0.0,0.0,1.3,1.6,85,1.3,1.3,1.0,3.0,0.7,1.4,107,-14.8,82,119,113,85,--,73,116,99,116,-13.1,22,123,121
Texas State,2016,7,102,20.8,9.0,21.0,3.0,26.7,23.6,124,303.3,222.3,420.0,142.0,357.0,392.5,126,50.3,49.0,41.0,64.0,45.7,40.5,126,549.0,522.0,536.0,563.0,544.3,533.3,94,2.0,1.7,3.0,1.0,2.3,1.7,63,1.5,1.3,3.0,0.0,2.0,1.1,121,-23.8,62,128,120,110,--,85,125,97,117,-13.6,31,128,118
Colorado St,2016,7,103,20.4,24.0,31.0,23.7,15.5,26.7,84,373.4,438.0,464.0,424.3,297.0,411.5,73,30.2,31.0,24.0,25.3,37.5,28.4,71,425.0,437.3,461.0,376.7,497.5,407.8,68,1.6,1.3,0.0,0.7,3.0,1.8,90,1.2,1.0,2.0,1.0,1.5,1.1,96,-10.5,19,126,107,128,-25.8,90,128,128,98,-9.5,38,114,110
Florida Intl,2016,7,104,20.3,27.3,35.0,18.5,24.0,24.3,92,362.5,385.7,499.0,340.3,407.0,335.1,90,33.5,35.0,21.0,39.8,21.0,31.3,68,419.3,386.3,330.0,448.0,362.0,424.0,76,1.7,1.3,1.0,1.8,1.5,1.2,119,0.7,0.7,1.0,0.5,1.0,1.4,123,-24.8,98,126,125,100,--,78,121,110,119,-14.1,38,124,106
Rice,2016,7,105,20.2,24.3,28.0,22.5,18.7,23.4,109,335.8,367.3,346.0,378.0,307.7,389.5,115,40.2,41.3,44.0,40.0,40.3,37.6,128,568.4,593.0,702.0,538.5,588.3,462.2,68,1.6,1.3,0.0,2.0,1.3,1.8,99,1.0,1.7,3.0,1.0,1.0,0.7,118,-20.6,110,127,115,108,--,85,126,100,68,-4.4,9,125,72
Idaho,2016,7,106,20.0,26.7,34.0,13.0,21.8,29.4,114,325.2,349.0,414.0,255.0,342.8,419.0,118,42.0,31.7,31.0,34.0,44.0,42.5,121,516.6,530.7,523.0,530.0,513.3,493.4,68,1.6,1.0,0.0,2.0,1.5,1.9,18,2.2,3.0,4.0,3.0,2.0,1.4,113,-18.3,54,127,122,104,--,19,123,109,106,-10.4,97,125,98
Illinois,2016,7,106,20.0,19.0,31.0,21.3,16.0,20.7,105,348.3,361.3,499.0,374.3,270.0,361.1,102,36.8,33.0,34.0,38.7,31.0,25.4,86,445.3,439.7,459.0,452.7,423.0,369.9,15,1.0,1.0,1.0,1.3,0.0,1.2,85,1.3,1.3,2.0,1.0,2.0,1.7,94,-10.0,26,106,81,63,--,42,85,63,81,-5.3,39,115,41
Duke,2016,7,108,19.6,23.7,13.0,15.7,25.5,29.6,83,376.4,372.3,189.0,329.3,447.0,421.4,42,24.6,25.0,6.0,21.3,29.5,27.5,48,391.8,388.0,214.0,339.7,470.0,413.5,118,2.6,2.7,1.0,3.3,1.5,1.8,18,2.2,2.3,3.0,2.0,2.5,1.7,78,-5.1,34,84,78,53,--,38,87,51,62,-3.1,35,94,60
Charlotte,2016,7,108,19.6,21.7,28.0,18.0,20.7,16.0,101,355.8,408.3,442.0,350.0,359.7,326.4,125,46.0,41.0,23.0,44.5,47.0,38.6,106,478.8,458.0,386.0,419.0,518.7,450.9,94,2.0,2.0,2.0,3.0,1.3,3.0,76,1.4,1.0,1.0,1.5,1.3,1.9,124,-24.9,96,128,126,111,--,79,128,116,128,-16.9,37,128,128
Fla Atlantic,2016,7,108,19.6,27.0,23.0,25.0,16.0,22.5,119,316.8,386.3,386.0,415.5,251.0,377.8,107,38.6,30.7,28.0,29.5,44.7,28.8,102,472.8,466.3,442.0,465.0,478.0,408.1,83,1.8,1.3,1.0,1.5,2.0,2.0,55,1.6,1.7,2.0,1.5,1.7,1.9,122,-24.4,103,125,121,115,--,83,116,111,127,-16.5,94,127,120
Stanford,2016,7,111,19.4,14.7,16.0,23.0,14.0,37.8,120,307.0,286.3,296.0,324.0,281.5,435.6,41,24.4,33.0,42.0,21.7,28.5,22.6,37,379.0,402.3,458.0,382.0,374.5,368.4,83,1.8,2.3,3.0,1.7,2.0,0.9,90,1.2,1.0,2.0,1.7,0.5,1.0,38,6.6,5,52,22,45,--,8,57,48,4,10.9,2,63,2
Michigan St,2016,7,112,19.3,13.7,14.0,10.0,28.5,29.8,89,367.5,323.0,206.0,265.5,469.5,385.6,62,28.3,28.3,31.0,30.5,26.0,21.7,44,388.3,384.0,398.0,357.5,419.0,349.9,80,1.8,2.0,1.0,2.5,1.0,1.0,63,1.5,1.0,0.0,1.0,2.0,2.0,73,-3.7,27,116,67,35,--,21,113,36,28,2.9,20,126,25
